"pays","longitude","latitude","nvm_imp_id","nvm_hauteur_max_observee","nvm_date_hauteur_max_observee","nvm_hauteur_max_instantanee","nvm_date_hauteur_max_instantanee","nvm_surcote_pleine_mer","nvm_surcote_instantanee","nvm_id","nvm_extrait_source"
"France","-4.295596281942721","48.62384013721271",3529,"554","2000-10-30 05:01:00","498","2000-10-30 06:54:00","44","64",231,NULL
"France","-4.501878314032808","48.604613762315466",3950,"554","2000-10-30 05:01:00","498","2000-10-30 06:54:00","44","64",230,"Présence de seiches d'amplitude ± 15cm. Phénomène non pris en compte dans la série de données analysée."
"France","-1.1526834639705044","46.15441015800258",3954,"542","2000-10-30 05:20:00","183","2000-10-30 11:21:00","27","48",172,NULL
"France","-1.6001169829518185","49.64401536995199",3523,"556","2000-10-30 05:20:00","543","2000-10-30 06:01:00","61","71",242,NULL
"France","-0.5529683829843179","44.85996671359311",3944,"556","2000-10-30 05:20:00","543","2000-10-30 06:01:00","61","71",243,NULL
"France","-1.052180265606637","45.88867406775421",3951,"619","2000-10-30 17:15:00","245","2000-10-30 23:00:00","57","62",418,NULL
"France","-2.6839894371106836","47.61648771830509",3940,"624","2000-10-31 14:00:00","358","2000-10-30 10:30:00","31","94",435,NULL
"France","-3.03634897989817","47.59057217478749",3842,"582","2001-01-10 03:27:00","241","2001-01-09 23:04:00","45","66",330,NULL
"France","-1.0672201749709416","46.368480099577084",3837,"572","2001-01-10 03:50:00","264","2001-01-09 23:30:00","43","54",305,NULL
"France","-1.2006833790930054","44.40728788502795",3832,"622","2001-01-10 11:50:00","550","2001-01-09 09:50:00","-2","23",426,NULL
"France","-3.1024217297841292","47.48511845043638",3844,"590","2001-01-11 04:40:00","164","2001-01-09 22:10:00","32","58",350,NULL
"France","-3.820324485286619","48.60020988387919",3846,"591","2001-01-11 04:50:00","384","2001-01-11 14:14:00","25","44",355,NULL
"France","-2.146177633474189","47.319443578317454",3847,"599","2001-01-11 05:10:00","185","2001-01-09 22:41:00","38","46",373,NULL
"France","-1.4771830859305055","46.40906976445825",3863,"475","2001-09-18 16:10:00","66","2001-09-18 22:01:00","2","38",67,NULL
"France","-0.9714357013963308","45.83056708340433",3858,"562","2001-09-18 16:23:00","186","2001-09-19 08:50:00","-12","4",266,NULL
"France","-1.3662996876802822","46.19908072419622",3860,"581","2001-09-18 16:30:00","227","2001-09-19 12:50:00","-6","4",328,NULL
"France","-1.7849481394449072","49.37481368060702",3862,"476","2001-09-18 17:10:00","29","2001-09-18 23:08:00","-5","15",68,NULL
"France","-1.9197813510664712","48.68317426351603",3864,"622","2001-12-28 22:40:00","270","2001-12-28 18:19:00","62","112",427,NULL
"France","-2.2019690133259737","47.27870219626501",3870,"491","2001-12-29 14:40:00","243","2001-12-29 06:50:00","9","18",84,NULL
"France","-3.98891564174329","48.71168186232825",3875,"509","2001-12-29 15:05:00","293","2001-12-29 11:12:00","18","28",119,NULL
"France","-1.0493057742419296","45.084861446598666",3876,"595","2001-12-29 15:10:00","220","2001-12-29 10:04:00","36","45",366,NULL
"France","-1.2246220958257803","49.32055266107518",3879,"430","2001-12-29 15:50:00","106","2001-12-29 22:11:00","21","34",29,NULL
"France","-1.1090031709593973","45.822067113206856",3869,"608","2001-12-29 19:10:00","348","2001-12-28 22:40:00","6","38",401,NULL
"France","-1.3871938686987746","48.69636316652573",3892,"590","2004-02-07 04:00:00","565","2004-02-07 05:22:00","12","19",351,NULL
"France","-1.3772940238000047","46.18296247284002",3894,"604","2004-02-07 04:30:00","372","2004-02-08 01:19:00","7","11",389,NULL
"France","-4.374886138654525","47.81828881813726",3895,"533","2004-02-07 04:50:00","526","2004-02-07 04:18:00","14","14",156,NULL
"France","-1.5913328977515964","49.64450383821421",3548,"569","2004-12-16 06:30:00","288","2004-12-17 12:27:00","6","52",292,NULL
"France","-1.116073914926169","44.64053536586977",3554,"422","2004-12-16 06:30:00","212","2004-12-17 11:22:00","-8","14",24,NULL
"France","-2.7516756975751946","47.52377314891186",3541,"502","2004-12-16 06:50:00","466","2004-12-17 08:51:00","5","17",106,NULL
"France","-3.464746858280705","47.6370595959238",3549,"519","2004-12-16 07:00:00","201","2004-12-17 12:43:00","0","27",127,NULL
"France","-3.1228501831892572","47.487977398438375",3552,"423","2004-12-16 07:40:00","165","2004-12-17 13:32:00","-6","54",26,NULL
"France","-3.339177076484881","47.69656646473568",3906,"528","2005-04-07 02:35:00","114","2005-04-07 08:13:00","12","17",147,NULL
"France","-3.4421774865499963","47.73249770833673",3913,"445","2005-04-08 03:00:00","202","2005-04-08 07:00:00","-5","23",38,NULL
"France","-4.5877576357061685","48.26789232587032",3901,"521","2005-04-08 03:00:00","222","2005-04-07 10:59:00","0","13",132,NULL
"France","-2.118594590378043","46.88441460652618",3907,"561","2005-04-08 03:10:00","402","2005-04-07 12:26:00","1","18",264,NULL
"France","-3.170920557237764","47.34281348685312",3912,"554","2005-04-08 03:50:00","479","2005-04-08 05:32:00","7","22",232,NULL
"France","-2.6236350072951904","47.50829697220481",3573,"489","2006-03-30 03:40:00","424","2006-03-30 05:31:00","5","13",82,NULL
"France","-2.356607554754525","47.273574940001886",3560,"578","2006-03-30 04:00:00","126","2006-03-29 20:51:00","22","44",316,NULL
"France","-1.7702766148736941","49.380753071397294",3568,"609","2006-03-30 04:00:00","397","2006-03-30 07:00:00","30","41",406,NULL
"France","-3.557340037212782","48.77078920485809",3565,"596","2006-03-30 04:13:00","158","2006-03-29 20:41:00","26","53",369,NULL
"France","0.14028387999724146","49.496581191369046",3571,"493","2006-03-30 05:00:00","440","2006-03-29 03:00:00","17","29",89,NULL
"France","1.8677200095709736","50.969398499641215",3585,"555","2006-12-08 05:09:00","554","2006-12-08 05:00:00","57","59",236,NULL
"France","-2.3469705956163125","46.70947277614789",3586,"597","2006-12-08 05:28:00","597","2006-12-08 05:30:00","78","79",371,NULL
"France","-4.491662418485646","48.24505637535162",3588,"603","2006-12-08 05:40:00","603","2006-12-08 05:40:00","95","96",388,NULL
"France","-1.5275998604450365","48.76348485724054",3590,"599","2006-12-08 06:30:00","598","2006-12-08 06:35:00","88","92",375,NULL
"France","-0.9723996784022688","45.94252304280434",3591,"504","2006-12-08 06:30:00","193","2006-12-08 11:41:00","85","91",109,NULL
"France","-1.1057800699940685","46.106700173774186",3600,"494","2007-01-18 02:50:00","316","2007-01-18 06:31:00","21","41",90,NULL
"France","-4.5070994512377345","48.2255833063005",3607,"575","2007-01-18 03:00:00","512","2007-01-18 05:15:00","25","51",311,NULL
"France","-3.3269867700887716","47.769213366191885",3606,"536","2007-01-18 03:08:00","404","2007-01-18 05:52:00","28","29",163,NULL
"France","-1.5497000900317128","47.23215418171611",3613,"414","2007-01-19 03:20:00","268","2007-01-18 05:40:00","-6","5",22,NULL
"France","-4.030768487175806","48.69977179243443",3608,"521","2007-01-19 03:40:00","495","2007-01-18 04:11:00","6","31",133,NULL
"France","-3.3275559412723608","47.73115366676511",3605,"504","2007-01-19 03:48:00","271","2007-01-18 07:02:00","-1","29",110,NULL
"France","-1.1023526043890115","49.30602694029125",3609,"605","2007-01-19 04:00:00","461","2007-01-18 05:47:00","5","30",393,NULL
"France","-3.4680346843530288","48.8095671378133",3628,"585","2007-03-19 03:50:00","585","2007-03-19 03:50:00","15","16",336,NULL
"France","-0.9362482451602432","45.43332823401096",3633,"506","2007-03-20 04:00:00","59","2007-03-19 22:19:00","20","28",115,NULL
"France","-0.9837708070769509","45.9503312023233",3625,"564","2007-03-20 04:20:00","87","2007-03-18 20:56:00","-10","4",272,NULL
"France","-3.35340963200184","47.75900277146163",3620,"548","2007-03-20 04:30:00","426","2007-03-18 17:12:00","-13","4",199,NULL
"France","-1.4239808146167587","46.35542279847072",3626,"590","2007-03-20 04:36:00","60","2007-03-18 09:26:00","-12","1",352,NULL
"France","-4.679070660282605","48.035037185318004",3630,"592","2007-03-20 04:50:00","560","2007-03-19 05:21:00","15","35",358,NULL
"France","-1.0733774598017476","45.94192029378672",3631,"500","2007-03-20 05:00:00","173","2007-03-20 00:50:00","23","34",102,NULL
"France","-2.8439090811390315","48.65400419094084",3649,"480","2007-11-08 15:10:00","165","2007-11-08 20:19:00","-20","-9",74,NULL
"France","0.5020178394518666","49.47016671971852",3647,"481","2007-11-09 02:50:00","122","2007-11-08 20:50:00","-21","-14",75,NULL
"France","-1.6607265299052756","48.579954550562206",3650,"383","2007-11-09 03:40:00","171","2007-11-08 07:10:00","-25","-17",9,NULL
"France","1.8437674916301523","50.96005694947441",3638,"626","2007-11-09 07:10:00","610","2007-11-09 06:19:00","11","17",441,NULL
"France","-1.2033135331236422","46.153866501893425",3646,"549","2007-11-10 03:10:00","537","2007-11-08 14:16:00","-16","-8",209,NULL
"France","-1.0108217577177925","46.38547109891226",3652,"389","2007-11-10 03:10:00","223","2007-11-08 05:30:00","-22","-16",11,NULL
"France","-2.8951669996571354","47.542675999897654",3648,"566","2007-11-10 03:20:00","237","2007-11-08 19:30:00","-21","-12",280,NULL
"France","-2.539529671102963","47.55757941721791",3639,"459","2007-11-10 03:20:00","171","2007-11-08 09:59:00","-22","-8",49,NULL
"France","-1.436463335914084","46.20125738571994",3645,"496","2007-11-10 03:28:00","224","2007-11-08 06:51:00","-25","-13",94,NULL
"France","-3.2307937723145983","47.353962092676625",3747,"612","2008-03-10 05:00:00","612","2008-03-10 05:00:00","73","74",409,NULL
"France","-1.0183335733007117","45.62034996152908",3755,"617","2008-03-10 05:30:00","390","2008-03-10 08:36:00","59","96",413,NULL
"France","-1.2164217151898242","45.881432873228675",3757,"599","2008-03-10 05:40:00","203","2008-03-10 10:49:00","44","70",376,NULL
"France","-1.3401795299611763","46.426628346621044",3965,"556","2008-03-11 05:49:00","196","2008-03-11 22:54:00","22","26",245,NULL
"France","-3.9072069998030656","47.87354900028629",3966,"582","2008-03-11 06:00:00","119","2008-03-12 00:18:00","25","31",331,NULL
"France","-1.6214144599092606","49.63209684059689",3968,"566","2008-03-11 06:20:00","548","2008-03-11 06:51:00","27","34",281,NULL
"France","-2.758225976576053","47.655243411477606",3970,"574","2008-03-11 06:30:00","144","2008-03-11 00:00:00","35","48",309,NULL
"France","-0.7984680436651388","45.33158720968214",3971,"496","2008-03-11 06:40:00","152","2008-03-11 11:55:00","52","61",96,NULL
"France","-4.07612182046546","47.87846884855867",3758,"496","2008-03-11 06:40:00","128","2008-03-10 11:34:00","52","63",95,NULL
"France","1.7693919852520708","50.941189857126346",3653,"587","2008-11-29 00:10:00","518","2008-11-28 10:36:00","11","19",341,NULL
"France","-1.858080542917259","48.67079182687309",3655,"619","2008-11-29 08:20:00","200","2008-11-30 16:20:00","6","20",419,NULL
"France","-3.376125862291691","47.710029378604425",3665,"625","2008-11-30 04:20:00","625","2008-11-30 04:19:00","51","53",438,NULL
"France","-1.05827316077756","45.54396350391272",3664,"543","2008-11-30 04:40:00","253","2008-11-29 23:58:00","46","49",174,NULL
"France","-1.5148300000043378","43.5273200003179",3662,"547","2008-11-30 04:42:00","196","2008-11-29 23:06:00","34","40",196,NULL
"France","-0.901631382150809","49.36781611210368",3661,"514","2008-11-30 04:43:00","187","2008-11-30 11:01:00","25","30",122,NULL
"France","2.3721960293904067","51.0310340395913",3666,"555","2008-11-30 05:10:00","266","2008-11-30 00:00:00","54","69",237,NULL
"France","-4.0176138446030905","47.87881592391591",3667,"502","2008-11-30 05:40:00","201","2008-11-29 23:20:00","94","112",107,NULL
"France","-3.907490656768232","47.89615953483485",3669,"602","2009-01-23 10:10:00","484","2009-01-23 07:50:00","92","124",386,NULL
"France","-3.1380668599271666","47.52227015547761",3680,"550","2009-01-24 02:30:00","470","2009-01-24 05:12:00","88","106",215,NULL
"France","1.4053697835888102","50.07089733764218",3682,"579","2009-01-24 03:40:00","549","2009-01-24 04:52:00","104","130",320,NULL
"France","1.5830049973828864","50.414454612690406",3679,"604","2009-01-28 04:20:00","583","2009-01-24 03:41:00","22","77",390,NULL
"France","-1.6138553516834584","49.64108360888271",3678,"551","2009-01-28 04:53:00","510","2009-01-24 04:15:00","13","66",216,NULL
"France","-2.983821717744771","47.66266120409265",3689,"552","2009-02-09 15:40:00","138","2009-02-09 21:40:00","43","68",221,NULL
"France","-4.143217666262103","48.30518362822204",3694,"559","2009-02-09 15:52:00","146","2009-02-09 21:38:00","38","67",259,"Amplitude des seiches relevées sur le marégramme original : ± 15 cm le 9 février à PM, ± 30 cm le 9 février à BM, ± 35 cm le 10 février toute la journée."
"France","2.3770291716342795","51.041943739312096",3695,"587","2009-02-09 16:01:00","150","2009-02-09 21:40:00","39","89",342,NULL
"France","-1.635508000093978","49.651446999979214",3700,"524","2009-02-10 04:50:00","161","2009-02-09 23:51:00","60","71",139,NULL
"France","-1.4680856961220927","46.20350964592724",3974,"384","2010-02-28 00:00:00",NULL,NULL,"102",NULL,10,"data in m NGF. observed data. Storm Track : from South-West (modeled) / Wind Speed max (m/s) 32 at Baleines (measured) / Wind direction : 205° (measured)  / Lowest pressure 970hPa at Yeu (measured) / Hs max : 8m, Tp (s) 10/ Dm 205°"
"France","-3.378831036722829","47.750261137042",3711,"604","2010-02-28 03:03:00","266","2010-02-27 22:43:00","59","79",391,"Présence de seiches d'amplitude ± 10cm. Phénomène non pris en compte dans la série de données analysée."
"France","-0.9362117299871784","45.6749217217602",3719,"501","2010-03-01 03:40:00","217","2010-02-27 18:31:00","21","55",104,NULL
"France","-1.7147186176699165","48.59506067880744",3734,"601","2010-03-30 03:00:00","542","2010-03-30 01:49:00","38","51",383,NULL
"France","-2.25106674423472","47.28015720639013",3739,"491","2010-03-30 03:10:00","89","2010-03-30 08:19:00","21","26",86,NULL
"France","-1.4311018827455086","46.3563169136948",3726,"580","2010-03-30 03:40:00","326","2010-03-30 00:08:00","42","51",323,NULL
"France","-2.5774889270438197","47.522166966079986",3731,"582","2010-03-30 03:41:00","309","2010-03-30 07:05:00","28","42",332,NULL
"France","-2.0131842905836104","48.628278810454134",3732,"619","2010-03-30 03:50:00","455","2010-03-30 00:59:00","41","48",420,NULL
"France","-0.5735822436254807","44.85788698369748",3736,"599","2010-03-30 04:10:00","134","2010-03-30 10:20:00","36","55",377,NULL
